"em","sector","year","proxy","proxy_backup"
"NH3","Fossil Fuel Fires",2073,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2074,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2075,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2076,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2077,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2078,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2079,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2080,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2081,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2082,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2083,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2084,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2085,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2086,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2087,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2088,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2089,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2090,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2091,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2092,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2093,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2094,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2095,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2096,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2097,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2098,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2099,"NH3_2015_FFFI","population_2015"
"NH3","Fossil Fuel Fires",2100,"NH3_2015_FFFI","population_2015"
"NH3","Industrial Process and Product Use",2015,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2016,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2017,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2018,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2019,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2020,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2021,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2022,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2023,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2024,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2025,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2026,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2027,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2028,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2029,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2030,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2031,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2032,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2033,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2034,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2035,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2036,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2037,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2038,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2039,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2040,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2041,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2042,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2043,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2044,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2045,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2046,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2047,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2048,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2049,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2050,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2051,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2052,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2053,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2054,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2055,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2056,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2057,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2058,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2059,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2060,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2061,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2062,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2063,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2064,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2065,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2066,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2067,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2068,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2069,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2070,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2071,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2072,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2073,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2074,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2075,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2076,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2077,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2078,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2079,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2080,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2081,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2082,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2083,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2084,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2085,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2086,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2087,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2088,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2089,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2090,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2091,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2092,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2093,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2094,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2095,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2096,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2097,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2098,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2099,"NH3_2015_INPU","population_2015"
"NH3","Industrial Process and Product Use",2100,"NH3_2015_INPU","population_2015"
"NH3","Solvents Production and Application",2015,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2016,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2017,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2018,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2019,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2020,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2021,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2022,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2023,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2024,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2025,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2026,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2027,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2028,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2029,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2030,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2031,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2032,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2033,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2034,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2035,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2036,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2037,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2038,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2039,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2040,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2041,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2042,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2043,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2044,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2045,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2046,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2047,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2048,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2049,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2050,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2051,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2052,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2053,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2054,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2055,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2056,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2057,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2058,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2059,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2060,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2061,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2062,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2063,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2064,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2065,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2066,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2067,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2068,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2069,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2070,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2071,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2072,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2073,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2074,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2075,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2076,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2077,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2078,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2079,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2080,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2081,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2082,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2083,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2084,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2085,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2086,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2087,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2088,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2089,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2090,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2091,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2092,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2093,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2094,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2095,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2096,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2097,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2098,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2099,"NH3_2015_SLV","population_2015"
"NH3","Solvents Production and Application",2100,"NH3_2015_SLV","population_2015"
"NH3","Waste",2015,"NH3_2015_WST","population_2015"
"NH3","Waste",2016,"NH3_2015_WST","population_2015"
"NH3","Waste",2017,"NH3_2015_WST","population_2015"
"NH3","Waste",2018,"NH3_2015_WST","population_2015"
"NH3","Waste",2019,"NH3_2015_WST","population_2015"
"NH3","Waste",2020,"NH3_2015_WST","population_2015"
"NH3","Waste",2021,"NH3_2015_WST","population_2015"
"NH3","Waste",2022,"NH3_2015_WST","population_2015"
"NH3","Waste",2023,"NH3_2015_WST","population_2015"
"NH3","Waste",2024,"NH3_2015_WST","population_2015"
"NH3","Waste",2025,"NH3_2015_WST","population_2015"
"NH3","Waste",2026,"NH3_2015_WST","population_2015"
"NH3","Waste",2027,"NH3_2015_WST","population_2015"
"NH3","Waste",2028,"NH3_2015_WST","population_2015"
"NH3","Waste",2029,"NH3_2015_WST","population_2015"
"NH3","Waste",2030,"NH3_2015_WST","population_2015"
"NH3","Waste",2031,"NH3_2015_WST","population_2015"
"NH3","Waste",2032,"NH3_2015_WST","population_2015"
"NH3","Waste",2033,"NH3_2015_WST","population_2015"
"NH3","Waste",2034,"NH3_2015_WST","population_2015"
"NH3","Waste",2035,"NH3_2015_WST","population_2015"
"NH3","Waste",2036,"NH3_2015_WST","population_2015"
"NH3","Waste",2037,"NH3_2015_WST","population_2015"
"NH3","Waste",2038,"NH3_2015_WST","population_2015"
"NH3","Waste",2039,"NH3_2015_WST","population_2015"
"NH3","Waste",2040,"NH3_2015_WST","population_2015"
"NH3","Waste",2041,"NH3_2015_WST","population_2015"
"NH3","Waste",2042,"NH3_2015_WST","population_2015"
"NH3","Waste",2043,"NH3_2015_WST","population_2015"
"NH3","Waste",2044,"NH3_2015_WST","population_2015"
"NH3","Waste",2045,"NH3_2015_WST","population_2015"
"NH3","Waste",2046,"NH3_2015_WST","population_2015"
"NH3","Waste",2047,"NH3_2015_WST","population_2015"
"NH3","Waste",2048,"NH3_2015_WST","population_2015"
"NH3","Waste",2049,"NH3_2015_WST","population_2015"
"NH3","Waste",2050,"NH3_2015_WST","population_2015"
"NH3","Waste",2051,"NH3_2015_WST","population_2015"
"NH3","Waste",2052,"NH3_2015_WST","population_2015"
"NH3","Waste",2053,"NH3_2015_WST","population_2015"
"NH3","Waste",2054,"NH3_2015_WST","population_2015"
"NH3","Waste",2055,"NH3_2015_WST","population_2015"
"NH3","Waste",2056,"NH3_2015_WST","population_2015"
"NH3","Waste",2057,"NH3_2015_WST","population_2015"
"NH3","Waste",2058,"NH3_2015_WST","population_2015"
"NH3","Waste",2059,"NH3_2015_WST","population_2015"
"NH3","Waste",2060,"NH3_2015_WST","population_2015"
"NH3","Waste",2061,"NH3_2015_WST","population_2015"
"NH3","Waste",2062,"NH3_2015_WST","population_2015"
"NH3","Waste",2063,"NH3_2015_WST","population_2015"
"NH3","Waste",2064,"NH3_2015_WST","population_2015"
"NH3","Waste",2065,"NH3_2015_WST","population_2015"
"NH3","Waste",2066,"NH3_2015_WST","population_2015"
"NH3","Waste",2067,"NH3_2015_WST","population_2015"
"NH3","Waste",2068,"NH3_2015_WST","population_2015"
"NH3","Waste",2069,"NH3_2015_WST","population_2015"
"NH3","Waste",2070,"NH3_2015_WST","population_2015"
"NH3","Waste",2071,"NH3_2015_WST","population_2015"
"NH3","Waste",2072,"NH3_2015_WST","population_2015"
"NH3","Waste",2073,"NH3_2015_WST","population_2015"
"NH3","Waste",2074,"NH3_2015_WST","population_2015"
"NH3","Waste",2075,"NH3_2015_WST","population_2015"
"NH3","Waste",2076,"NH3_2015_WST","population_2015"
"NH3","Waste",2077,"NH3_2015_WST","population_2015"
"NH3","Waste",2078,"NH3_2015_WST","population_2015"
"NH3","Waste",2079,"NH3_2015_WST","population_2015"
"NH3","Waste",2080,"NH3_2015_WST","population_2015"
"NH3","Waste",2081,"NH3_2015_WST","population_2015"
"NH3","Waste",2082,"NH3_2015_WST","population_2015"
"NH3","Waste",2083,"NH3_2015_WST","population_2015"
"NH3","Waste",2084,"NH3_2015_WST","population_2015"
"NH3","Waste",2085,"NH3_2015_WST","population_2015"
"NH3","Waste",2086,"NH3_2015_WST","population_2015"
"NH3","Waste",2087,"NH3_2015_WST","population_2015"
"NH3","Waste",2088,"NH3_2015_WST","population_2015"
"NH3","Waste",2089,"NH3_2015_WST","population_2015"
"NH3","Waste",2090,"NH3_2015_WST","population_2015"
"NH3","Waste",2091,"NH3_2015_WST","population_2015"
"NH3","Waste",2092,"NH3_2015_WST","population_2015"
"NH3","Waste",2093,"NH3_2015_WST","population_2015"
"NH3","Waste",2094,"NH3_2015_WST","population_2015"
"NH3","Waste",2095,"NH3_2015_WST","population_2015"
"NH3","Waste",2096,"NH3_2015_WST","population_2015"
"NH3","Waste",2097,"NH3_2015_WST","population_2015"
"NH3","Waste",2098,"NH3_2015_WST","population_2015"
"NH3","Waste",2099,"NH3_2015_WST","population_2015"
"NH3","Waste",2100,"NH3_2015_WST","population_2015"
"NOx","Agriculture",2015,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2016,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2017,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2018,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2019,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2020,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2021,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2022,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2023,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2024,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2025,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2026,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2027,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2028,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2029,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2030,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2031,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2032,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2033,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2034,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2035,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2036,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2037,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2038,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2039,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2040,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2041,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2042,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2043,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2044,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2045,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2046,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2047,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2048,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2049,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2050,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2051,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2052,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2053,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2054,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2055,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2056,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2057,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2058,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2059,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2060,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2061,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2062,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2063,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2064,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2065,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2066,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2067,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2068,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2069,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2070,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2071,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2072,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2073,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2074,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2075,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2076,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2077,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2078,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2079,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2080,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2081,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2082,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2083,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2084,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2085,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2086,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2087,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2088,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2089,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2090,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2091,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2092,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2093,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2094,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2095,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2096,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2097,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2098,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2099,"NOx_2015_AGR","population_2015"
"NOx","Agriculture",2100,"NOx_2015_AGR","population_2015"
"NOx","Forest Burning",2015,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2016,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2017,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2018,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2019,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2020,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2021,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2022,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2023,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2024,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2025,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2026,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2027,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2028,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2029,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2030,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2031,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2032,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2033,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2034,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2035,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2036,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2037,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2038,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2039,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2040,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2041,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2042,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2043,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2044,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2045,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2046,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2047,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2048,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2049,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2050,"NOx_2015_FRTB","population_2015"
"NOx","Forest Burning",2051,"NOx_2015_FRTB","population_2015"
